350;7850;5100;0.5;182;2350;35;273;2350;155;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53
400;7850;5100;0.5;182;2350;35;273;2350;155;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.3
450;7850;5100;0.5;182;2350;35;273;2350;155;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64.7
500;7850;5100;0.5;182;2350;35;273;2350;155;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68.1
550;7850;5100;0.5;182;2350;35;273;2350;155;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58.1
600;7850;5100;0.5;182;2350;35;273;2350;155;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63.5
650;7850;5100;0.5;182;2350;35;273;2350;155;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61.7
700;7850;5100;0.5;182;2350;35;273;2350;155;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64.5
750;7850;5100;0.5;182;2350;35;273;2350;155;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61.2
800;7850;5100;0.5;182;2350;35;273;2350;155;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65.6
900;7850;5100;0.5;182;2350;35;273;2350;155;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60
1000;7850;5100;0.5;182;2350;35;273;2350;155;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67.4
1200;7850;5100;0.5;182;2350;35;273;2350;155;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65.2
1400;7850;5100;0.5;182;2350;35;273;2350;155;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62
1500;7850;5100;0.5;182;2350;35;273;2350;155;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55.6
1600;7850;5100;0.5;182;2350;35;273;2350;155;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53.7
1800;7850;5100;0.5;182;2350;35;273;2350;155;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56.8
2000;7850;5100;0.5;182;2350;35;273;2350;155;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58.8
2500;7850;5100;0.5;182;2350;35;273;2350;155;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53.3
3000;7850;5100;0.5;182;2350;35;273;2350;155;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54.4
4000;7850;5100;0.5;182;2350;35;273;2350;155;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56
5000;7850;5100;0.5;182;2350;35;273;2350;155;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54.9
7000;7850;5100;0.5;182;2350;35;273;2350;155;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51.9
10000;7850;5100;0.5;182;2350;35;273;2350;155;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43.6
13000;7850;5100;0.5;182;2350;35;273;2350;155;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.9
15000;7850;5100;0.5;182;2350;35;273;2350;155;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35.2
100;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.8
150;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.8
200;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.7
250;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47.3
300;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53.8
350;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54.2
400;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53.2
450;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53.9
500;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51.4
550;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51.4
600;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56.5
650;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.2
700;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57.1
750;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59.3
800;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52.5
900;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53.4
1000;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54.9
1200;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56.6
1400;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57.1
1500;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52.6
1600;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51.4
1800;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.9
2000;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52.4
2500;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.4
3000;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.5
4000;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48
5000;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.5
7000;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45.3
10000;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36
13000;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.8
15000;2200;4500;70;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.4
100;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.7
150;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35.4
200;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43.4
250;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47.7
300;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61.3
350;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55.8
400;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53.5
450;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55.7
500;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52.6
550;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52.6
600;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56.4
650;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57.4
700;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59.4
750;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54.9
800;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55.1
900;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63.4
1000;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55.1
1200;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52.6
1400;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53.5
1500;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50
1600;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52.8
1800;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52.4
2000;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51.7
2500;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.2
3000;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50.8
4000;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.9
5000;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47.1
7000;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43.1
10000;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.1
13000;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32.2
15000;91;2350;189;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.7
100;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.4
150;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.4
200;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.3
250;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49
300;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59.5
350;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52.4
400;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54
450;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50.2
500;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56.1
550;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54.2
600;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55.4
650;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58
700;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56.8
750;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55.7
800;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
900;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63.6
1000;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56.1
1200;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53.7
1400;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54.5
1500;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50.3
1600;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51.4
1800;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50.5
2000;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51
2500;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50.6
3000;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50.8
4000;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.2
5000;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46.2
7000;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43.4
10000;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.3
13000;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32.2
15000;2200;4500;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.7
100;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;35.9
150;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;61.3
200;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;48.2
250;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;53.2
300;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;63.6
350;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;65.8
400;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;58
450;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;60.7
500;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;63.7
550;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;56.6
600;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;58.5
650;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;60.6
700;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;66.4
750;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;58.7
800;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;55.9
900;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;59.5
1000;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;52.4
1200;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;53.9
1400;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;53.3
1500;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;52.2
1600;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;52.6
1800;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;48.9
2000;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;50.2
2500;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;45
3000;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;46.7
4000;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;46
5000;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;47.1
7000;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;43.3
10000;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;36.7
13000;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;32.9
15000;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;45;180;27;0;0;0;0;0;0;0;0;0;32.4
100;7850;5100;0.5;78;2350;189;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32.6
150;7850;5100;0.5;78;2350;189;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41.1
200;7850;5100;0.5;78;2350;189;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43.8
250;7850;5100;0.5;78;2350;189;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52.5
300;7850;5100;0.5;78;2350;189;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59.9
350;7850;5100;0.5;78;2350;189;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60
400;7850;5100;0.5;78;2350;189;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59
450;7850;5100;0.5;78;2350;189;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57.8
500;7850;5100;0.5;78;2350;189;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70.2
550;7850;5100;0.5;78;2350;189;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69.8
600;7850;5100;0.5;78;2350;189;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65.1
650;7850;5100;0.5;78;2350;189;7850;5100;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63.5
